,Rented Bike Count,Temperature(Â°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(Â°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Time,FunctioningDay0,FunctioningDay1,Holiday0,Holiday1,Season0,Season1,Season2,Season3
4255,341,17.6,0,1.4,1219,8.7,0.34,0.0,0.0,2018-05-27 07:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4256,608,18.3,51,2.0,1366,7.9,0.7,0.0,0.0,2018-05-27 08:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4257,762,19.5,43,1.5,1548,0.0,1.02,0.0,0.0,2018-05-27 09:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4258,821,21.6,33,2.0,1697,0.0,1.86,0.0,0.0,2018-05-27 10:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4259,1004,22.3,33,1.8,1853,0.0,1.54,0.0,0.0,2018-05-27 11:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4260,1404,23.4,38,2.8,1756,8.2,1.87,0.0,0.0,2018-05-27 12:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4261,1579,24.3,37,2.3,1583,8.6,2.22,0.0,0.0,2018-05-27 13:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4262,1730,24.2,36,4.0,1907,8.1,2.16,0.0,0.0,2018-05-27 14:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4263,2019,23.9,37,2.6,1889,8.3,1.82,0.0,0.0,2018-05-27 15:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4264,2242,24.0,36,1.6,1811,7.9,1.34,0.0,0.0,2018-05-27 16:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4265,2307,23.5,32,3.2,1925,0.0,1.01,0.0,0.0,2018-05-27 17:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4266,2267,23.0,36,2.8,1904,7.1,0.85,0.0,0.0,2018-05-27 18:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4267,2207,21.7,38,2.1,1857,6.7,0.27,0.0,0.0,2018-05-27 19:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4268,2044,20.6,41,2.3,1788,6.8,0.09,0.0,0.0,2018-05-27 20:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4269,1729,19.5,46,1.8,1734,7.5,0.0,0.0,0.0,2018-05-27 21:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4270,1374,18.6,50,1.0,1830,7.9,0.0,0.0,0.0,2018-05-27 22:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4271,1071,17.9,53,1.9,1774,8.1,0.0,0.0,0.0,2018-05-27 23:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4272,770,17.3,55,0.7,1741,8.1,0.0,0.0,0.0,2018-05-28 00:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4273,440,16.7,60,0.8,1806,8.8,0.0,0.0,0.0,2018-05-28 01:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4274,335,16.5,58,0.3,1759,8.1,0.0,0.0,0.0,2018-05-28 02:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4275,185,17.1,56,0.4,1583,8.2,0.0,0.0,0.0,2018-05-28 03:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4276,134,17.2,0,0.4,1619,8.8,0.0,0.0,0.0,2018-05-28 04:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4277,247,16.6,0,0.9,1361,9.7,0.0,0.0,0.0,2018-05-28 05:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4278,641,16.2,0,0.5,1588,9.3,0.05,0.0,0.0,2018-05-28 06:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4279,1502,16.8,0,0.8,1387,8.9,0.36,0.0,0.0,2018-05-28 07:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4280,2194,19.5,50,0.7,1329,8.7,1.19,0.0,0.0,2018-05-28 08:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4281,1131,21.7,48,1.1,1806,10.2,1.92,0.0,0.0,2018-05-28 09:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4282,828,23.3,49,1.1,1881,11.9,2.46,0.0,0.0,2018-05-28 10:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4283,986,25.1,45,0.9,1982,12.3,2.9,0.0,0.0,2018-05-28 11:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4284,1139,26.3,44,1.8,2000,13.0,3.24,0.0,0.0,2018-05-28 12:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4285,1124,27.7,39,1.9,1882,12.4,3.33,0.0,0.0,2018-05-28 13:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4286,1128,28.7,36,2.6,1853,12.1,3.21,0.0,0.0,2018-05-28 14:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4287,1258,28.4,43,3.1,900,14.6,2.28,0.0,0.0,2018-05-28 15:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4288,1497,28.1,43,3.4,845,14.3,2.32,0.0,0.0,2018-05-28 16:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4289,2060,26.9,45,3.5,990,13.9,1.64,0.0,0.0,2018-05-28 17:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4290,3245,26.0,39,2.7,1950,10.9,1.07,0.0,0.0,2018-05-28 18:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4291,2656,24.4,44,2.8,1979,11.3,0.45,0.0,0.0,2018-05-28 19:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4292,2252,23.0,49,2.4,1905,11.7,0.07,0.0,0.0,2018-05-28 20:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4293,2140,21.8,50,2.1,1950,10.9,0.0,0.0,0.0,2018-05-28 21:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4294,1881,21.1,54,0.6,2000,11.4,0.0,0.0,0.0,2018-05-28 22:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4295,1247,20.9,53,1.6,1712,10.9,0.0,0.0,0.0,2018-05-28 23:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4296,841,20.6,54,2.6,1737,0.0,0.0,0.0,0.0,2018-05-29 00:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4297,721,20.3,55,1.1,1756,0.0,0.0,0.0,0.0,2018-05-29 01:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4298,466,20.2,56,2.3,1498,0.0,0.0,0.0,0.0,2018-05-29 02:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4299,285,20.0,58,1.8,1279,11.4,0.0,0.0,0.0,2018-05-29 03:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4300,204,19.8,60,1.9,1364,11.8,0.0,0.0,0.0,2018-05-29 04:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4301,252,19.6,64,0.3,1483,12.5,0.0,0.0,0.0,2018-05-29 05:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4302,625,19.5,64,0.4,1268,12.5,0.02,0.0,0.0,2018-05-29 06:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4303,1427,19.9,63,1.1,934,12.6,0.24,0.0,0.0,2018-05-29 07:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4304,2234,20.5,66,1.7,1062,13.9,0.34,0.0,0.0,2018-05-29 08:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4305,1192,21.0,67,1.1,1012,14.6,0.54,0.0,0.0,2018-05-29 09:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4306,893,21.6,68,1.6,980,15.4,0.83,0.0,0.0,2018-05-29 10:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4307,949,23.1,63,2.6,949,15.6,1.68,0.0,0.0,2018-05-29 11:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4308,1184,23.1,64,2.6,1250,15.9,1.35,0.0,0.0,2018-05-29 12:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4309,1103,24.2,58,1.5,1030,15.4,1.66,0.0,0.0,2018-05-29 13:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4310,1174,25.5,53,2.0,981,15.2,2.5,0.0,0.0,2018-05-29 14:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4311,1234,25.7,56,1.8,1112,16.2,1.71,0.0,0.0,2018-05-29 15:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4312,1592,23.6,66,4.2,1208,16.8,0.89,0.0,0.0,2018-05-29 16:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4313,2022,23.9,65,1.9,1425,16.9,1.02,0.0,0.0,2018-05-29 17:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4314,2154,23.1,68,2.9,1506,16.8,0.42,0.0,0.0,2018-05-29 18:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4315,477,22.3,71,2.5,1268,16.7,0.14,0.0,0.0,2018-05-29 19:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4316,422,20.1,88,2.2,572,18.0,0.0,1.0,0.0,2018-05-29 20:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4317,1041,19.9,93,1.4,416,18.7,0.0,0.0,0.0,2018-05-29 21:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4318,1121,19.9,85,1.7,559,17.2,0.0,0.0,0.0,2018-05-29 22:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4319,742,19.5,89,1.7,304,17.6,0.0,0.0,0.0,2018-05-29 23:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4320,507,19.1,84,1.6,540,16.3,0.0,0.0,0.0,2018-05-30 00:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4321,570,18.8,84,0.5,488,16.0,0.0,0.0,0.0,2018-05-30 01:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4322,422,18.7,83,0.6,469,15.7,0.0,0.0,0.0,2018-05-30 02:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4323,238,18.4,86,0.6,360,16.0,0.0,0.0,0.0,2018-05-30 03:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4324,167,18.3,84,0.9,409,15.5,0.0,0.0,0.0,2018-05-30 04:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4325,239,18.4,84,0.6,352,15.6,0.0,0.0,0.0,2018-05-30 05:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4326,505,18.6,84,0.7,316,15.8,0.01,0.0,0.0,2018-05-30 06:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4327,1150,18.9,85,0.6,289,16.3,0.12,0.0,0.0,2018-05-30 07:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4328,1937,19.3,83,0.6,394,16.3,0.23,0.0,0.0,2018-05-30 08:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4329,1200,19.8,79,1.3,405,16.0,0.45,0.0,0.0,2018-05-30 09:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4330,916,21.4,71,1.7,476,15.9,1.43,0.0,0.0,2018-05-30 10:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4331,975,22.8,66,2.7,1270,16.1,2.76,0.0,0.0,2018-05-30 11:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4332,1187,23.2,64,3.0,1305,16.0,2.08,0.0,0.0,2018-05-30 12:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4333,1134,24.0,56,2.6,1282,14.6,2.94,0.0,0.0,2018-05-30 13:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4334,1119,24.3,58,2.9,1211,15.5,2.92,0.0,0.0,2018-05-30 14:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4335,1280,24.3,52,3.0,1447,13.8,2.55,0.0,0.0,2018-05-30 15:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4336,1571,24.7,47,3.0,1594,12.6,2.44,0.0,0.0,2018-05-30 16:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4337,2166,24.1,41,2.2,1980,10.0,1.9,0.0,0.0,2018-05-30 17:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4338,3251,23.6,42,2.1,2000,9.9,1.23,0.0,0.0,2018-05-30 18:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4339,2650,21.2,52,3.6,1856,10.9,0.55,0.0,0.0,2018-05-30 19:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4340,2224,19.1,64,2.6,1530,12.1,0.06,0.0,0.0,2018-05-30 20:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4341,2074,18.2,69,2.0,1286,12.4,0.0,0.0,0.0,2018-05-30 21:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4342,1732,17.3,76,1.7,801,13.0,0.0,0.0,0.0,2018-05-30 22:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4343,1158,16.4,80,1.5,642,12.9,0.0,0.0,0.0,2018-05-30 23:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4344,844,15.8,82,1.6,546,12.7,0.0,0.0,0.0,2018-05-31 00:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4345,610,15.5,82,1.5,513,12.4,0.0,0.0,0.0,2018-05-31 01:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4346,470,15.2,84,0.7,485,12.5,0.0,0.0,0.0,2018-05-31 02:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4347,328,15.0,84,1.3,473,12.3,0.0,0.0,0.0,2018-05-31 03:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4348,188,14.8,85,0.7,478,12.2,0.0,0.0,0.0,2018-05-31 04:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4349,265,14.4,82,1.2,708,11.3,0.0,0.0,0.0,2018-05-31 05:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4350,646,14.3,82,0.7,653,11.2,0.05,0.0,0.0,2018-05-31 06:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4351,1401,14.9,71,0.9,651,9.6,0.47,0.0,0.0,2018-05-31 07:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4352,2281,16.9,65,1.6,896,10.2,1.21,0.0,0.0,2018-05-31 08:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4353,1277,18.8,59,1.6,1233,10.6,1.9,0.0,0.0,2018-05-31 09:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4354,936,20.8,54,1.2,1129,11.1,2.45,0.0,0.0,2018-05-31 10:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4355,979,22.0,54,2.7,1189,12.2,2.89,0.0,0.0,2018-05-31 11:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4356,1134,23.7,44,1.3,1624,10.7,3.2,0.0,0.0,2018-05-31 12:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4357,1151,25.0,47,2.5,1120,12.8,3.34,0.0,0.0,2018-05-31 13:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4358,1164,25.9,43,2.7,1493,12.3,2.97,0.0,0.0,2018-05-31 14:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4359,1280,26.9,37,2.7,1850,10.9,2.9,0.0,0.0,2018-05-31 15:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4360,1550,27.3,38,2.9,1784,11.7,2.41,0.0,0.0,2018-05-31 16:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4361,2047,27.2,42,2.9,1828,13.1,1.79,0.0,0.0,2018-05-31 17:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4362,3119,26.4,42,3.1,1995,12.4,0.79,0.0,0.0,2018-05-31 18:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4363,2534,25.2,53,3.1,1983,0.0,0.51,0.0,0.0,2018-05-31 19:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4364,2164,23.1,58,2.9,1950,14.3,0.06,0.0,0.0,2018-05-31 20:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4365,2070,21.9,60,2.5,1551,13.7,0.0,0.0,0.0,2018-05-31 21:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4366,1900,21.1,59,2.1,1874,12.7,0.0,0.0,0.0,2018-05-31 22:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4367,1343,20.5,62,2.2,1903,12.9,0.0,0.0,0.0,2018-05-31 23:00:00,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4368,963,20.1,63,1.1,1698,12.8,0.0,0.0,0.0,2018-06-01 00:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4369,776,19.5,65,0.4,1662,12.7,0.0,0.0,0.0,2018-06-01 01:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4370,554,19.0,72,1.4,1258,13.8,0.0,0.0,0.0,2018-06-01 02:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4371,366,18.6,72,1.4,1340,13.4,0.0,0.0,0.0,2018-06-01 03:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4372,265,18.1,76,1.8,561,13.7,0.0,0.0,0.0,2018-06-01 04:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4373,306,17.8,75,1.0,1210,13.3,0.0,0.0,0.0,2018-06-01 05:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4374,672,17.5,76,1.2,1161,13.2,0.05,0.0,0.0,2018-06-01 06:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4375,1421,18.1,64,0.6,923,11.1,0.47,0.0,0.0,2018-06-01 07:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4376,2149,20.6,55,0.7,1200,11.2,1.21,0.0,0.0,2018-06-01 08:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4377,1219,23.1,52,1.7,1012,12.6,1.88,0.0,0.0,2018-06-01 09:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4378,862,25.3,45,1.3,1371,12.5,2.45,0.0,0.0,2018-06-01 10:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4379,1036,26.8,38,2.6,1879,11.2,2.99,0.0,0.0,2018-06-01 11:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4380,1076,28.2,34,2.6,1867,10.8,3.26,0.0,0.0,2018-06-01 12:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4381,1093,29.4,33,2.2,1535,11.4,3.3,0.0,0.0,2018-06-01 13:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4382,1071,29.6,31,3.7,1988,10.6,3.25,0.0,0.0,2018-06-01 14:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4383,1235,29.9,36,3.3,1866,13.2,2.94,0.0,0.0,2018-06-01 15:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4384,1488,29.9,34,3.2,1912,12.3,2.46,0.0,0.0,2018-06-01 16:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4385,2123,29.2,35,4.3,1967,12.1,1.87,0.0,0.0,2018-06-01 17:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4386,3088,28.5,36,3.0,1981,11.9,1.21,0.0,0.0,2018-06-01 18:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4387,2505,26.8,35,1.9,2000,10.0,0.54,0.0,0.0,2018-06-01 19:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4388,2163,25.0,39,2.8,2000,10.0,0.06,0.0,0.0,2018-06-01 20:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4389,2066,23.5,44,1.6,2000,10.5,0.0,0.0,0.0,2018-06-01 21:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4390,1991,22.7,44,1.5,2000,9.8,0.0,0.0,0.0,2018-06-01 22:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4391,1440,21.8,49,1.6,1965,10.6,0.0,0.0,0.0,2018-06-01 23:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4392,1165,20.9,53,1.4,1717,10.9,0.0,0.0,0.0,2018-06-02 00:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4393,989,20.2,57,0.4,1428,11.4,0.0,0.0,0.0,2018-06-02 01:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4394,677,19.6,60,1.9,1200,11.6,0.0,0.0,0.0,2018-06-02 02:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4395,475,18.9,63,1.5,1007,11.6,0.0,0.0,0.0,2018-06-02 03:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4396,312,18.3,66,1.3,929,11.8,0.0,0.0,0.0,2018-06-02 04:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4397,264,17.8,69,1.1,951,12.0,0.0,0.0,0.0,2018-06-02 05:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4398,342,17.7,68,1.3,842,11.7,0.05,0.0,0.0,2018-06-02 06:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4399,560,18.1,59,0.6,789,9.9,0.47,0.0,0.0,2018-06-02 07:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4400,898,20.4,54,1.0,828,10.7,1.23,0.0,0.0,2018-06-02 08:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4401,1005,23.3,43,1.2,1257,10.0,1.91,0.0,0.0,2018-06-02 09:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4402,1044,25.5,33,1.1,1815,0.0,2.52,0.0,0.0,2018-06-02 10:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4403,1094,27.3,35,2.3,1537,10.4,2.98,0.0,0.0,2018-06-02 11:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4404,1253,28.3,30,3.0,1675,9.0,3.29,0.0,0.0,2018-06-02 12:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4405,1334,29.6,24,2.4,1873,6.8,3.42,0.0,0.0,2018-06-02 13:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4406,1396,29.8,23,3.6,1945,6.4,3.32,0.0,0.0,2018-06-02 14:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4407,1535,29.8,24,2.9,1939,7.0,3.0,0.0,0.0,2018-06-02 15:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4408,1707,29.6,26,3.7,2000,8.0,2.58,0.0,0.0,2018-06-02 16:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4409,2025,28.9,22,2.7,1965,5.0,1.93,0.0,0.0,2018-06-02 17:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4410,2246,27.4,29,3.6,2000,7.7,1.19,0.0,0.0,2018-06-02 18:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4411,2337,25.4,33,2.7,2000,7.9,0.54,0.0,0.0,2018-06-02 19:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4412,2338,23.4,38,2.3,2000,8.2,0.06,0.0,0.0,2018-06-02 20:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4413,2238,22.1,44,2.5,2000,9.2,0.0,0.0,0.0,2018-06-02 21:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4414,1969,21.4,48,1.6,2000,9.9,0.0,0.0,0.0,2018-06-02 22:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4415,1490,20.6,52,0.5,2000,10.3,0.0,0.0,0.0,2018-06-02 23:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4416,1248,19.7,55,2.0,1986,10.3,0.0,0.0,0.0,2018-06-03 00:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4417,902,19.2,57,0.8,1985,10.4,0.0,0.0,0.0,2018-06-03 01:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4418,673,18.6,60,1.8,1841,10.6,0.0,0.0,0.0,2018-06-03 02:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4419,437,18.0,64,1.3,1560,11.0,0.0,0.0,0.0,2018-06-03 03:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4420,294,17.4,65,0.8,1093,10.7,0.0,0.0,0.0,2018-06-03 04:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4421,193,17.1,66,0.3,1370,10.6,0.0,0.0,0.0,2018-06-03 05:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4422,228,16.9,62,0.4,1768,9.5,0.06,0.0,0.0,2018-06-03 06:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4423,423,18.0,54,0.7,1997,8.5,0.51,0.0,0.0,2018-06-03 07:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4424,659,20.3,47,1.5,1785,8.6,1.05,0.0,0.0,2018-06-03 08:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4425,831,22.7,39,0.7,1880,8.0,1.91,0.0,0.0,2018-06-03 09:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4426,938,24.8,34,1.3,1869,7.8,2.09,0.0,0.0,2018-06-03 10:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4427,977,26.7,30,1.1,1782,7.6,2.83,0.0,0.0,2018-06-03 11:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
4428,1134,28.7,27,1.7,1843,7.8,3.29,0.0,0.0,2018-06-03 12:00:00,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
